Entity,Year,Annual CO₂ emissions from coal
Asia (excl. China and India),1966,404621700
Asia (excl. China and India),1967,422298500
Asia (excl. China and India),1968,444822340
Asia (excl. China and India),1969,473895900
Asia (excl. China and India),1970,501431680
Asia (excl. China and India),1971,515806370
Asia (excl. China and India),1972,496139040
Asia (excl. China and India),1973,526736930
Asia (excl. China and India),1974,550267650
Asia (excl. China and India),1975,551221250
Asia (excl. China and India),1976,558166900
Asia (excl. China and India),1977,567826940
Asia (excl. China and India),1978,529768540
Asia (excl. China and India),1979,566673900
Asia (excl. China and India),1980,619031100
Asia (excl. China and India),1981,643051700
Asia (excl. China and India),1982,659385600
Asia (excl. China and India),1983,675408700
Asia (excl. China and India),1984,744086500
Asia (excl. China and India),1985,819144060
Asia (excl. China and India),1986,847525300
Asia (excl. China and India),1987,877953900
Asia (excl. China and India),1988,955526600
Asia (excl. China and India),1989,958777700
Asia (excl. China and India),1990,917978800
Asia (excl. China and India),1991,934588600
Asia (excl. China and India),1992,911620740
Asia (excl. China and India),1993,908636000
Asia (excl. China and India),1994,892439800
Asia (excl. China and India),1995,903491200
Asia (excl. China and India),1996,942252740
Asia (excl. China and India),1997,973430000
Asia (excl. China and India),1998,954475500
Asia (excl. China and India),1999,976150300
Asia (excl. China and India),2000,1101663200
Asia (excl. China and India),2001,1140536000
Asia (excl. China and India),2002,1194554600
Asia (excl. China and India),2003,1285438200
Asia (excl. China and India),2004,1334644700
Asia (excl. China and India),2005,1384421100
Asia (excl. China and India),2006,1442544600
Asia (excl. China and India),2007,1543051600
Asia (excl. China and India),2008,1541175800
Asia (excl. China and India),2009,1557401300
Asia (excl. China and India),2010,1682756400
Asia (excl. China and India),2011,1741356500
Asia (excl. China and India),2012,1797676700
Asia (excl. China and India),2013,1801849300
Asia (excl. China and India),2014,1868667000
Asia (excl. China and India),2015,1907014800
Asia (excl. China and India),2016,1937482500
Asia (excl. China and India),2017,2072859900
Asia (excl. China and India),2018,2148696800
Asia (excl. China and India),2019,2230575400
Asia (excl. China and India),2020,2178733000
Asia (excl. China and India),2021,2170361600
Asia (excl. China and India),2022,2218596000
Asia (excl. China and India),2023,2204650000
Australia,1805,236
Australia,1806,661
Australia,1807,629
Australia,1808,787
Australia,1809,1259
Australia,1810,1259
Australia,1811,2203
Australia,1812,2203
Australia,1813,2832
Australia,1814,3451
Australia,1815,2753
Australia,1816,2281
Australia,1817,2045
Australia,1818,1888
Australia,1819,3540
Australia,1820,6160
Australia,1821,3147
Australia,1822,3934.0002
Australia,1823,4720
Australia,1824,4720
Australia,1825,2870
Australia,1826,6360
Australia,1827,5902
Australia,1828,3786
Australia,1829,6031
Australia,1830,5748
Australia,1831,1421
Australia,1832,11239
Australia,1833,10718
Australia,1834,13358
Australia,1835,19498
Australia,1836,19897
Australia,1837,25305
Australia,1838,27094
Australia,1839,33487
Australia,1840,47605
Australia,1841,54819
Australia,1842,62779
Australia,1843,40692
Australia,1844,36374
Australia,1845,35125
Australia,1846,61308
Australia,1847,64088
Australia,1848,71507
Australia,1849,76336
Australia,1850,112052
Australia,1851,106379
Australia,1852,106055
Australia,1853,152321
Australia,1854,183526
Australia,1855,215678
Australia,1856,298886
Australia,1857,331100
Australia,1858,340483
Australia,1859,484948
Australia,1860,599769
Australia,1861,560575
Australia,1862,787635
Australia,1863,720450
Australia,1864,903160
Australia,1865,973508
Australia,1866,1280060
Australia,1867,1239852
Australia,1868,1532259
Australia,1869,1464684
Australia,1870,1402391
Australia,1871,1440910
Australia,1872,1636610
Australia,1873,1930549
Australia,1874,2125629
Australia,1875,2142736
Australia,1876,2158161
Australia,1877,2372097
Australia,1878,2561644
Australia,1879,2577875
Australia,1880,2417483
Australia,1881,2905113
Australia,1882,3449765
Australia,1883,4146751
Australia,1884,4531928
Australia,1885,4871322
Australia,1886,4829301
Australia,1887,5022818
Australia,1888,5609240
Australia,1889,6250296
Australia,1890,5450851
Australia,1891,6884677
Australia,1892,6459545
Australia,1893,5773102
Australia,1894,6521718
Australia,1895,6750805
Australia,1896,7167209
Australia,1897,7906717
Australia,1898,8513916
Australia,1899,8575691
Australia,1900,10046688
Australia,1901,11204512
Australia,1902,11285085
Australia,1903,11050624
Australia,1904,11376773
Australia,1905,11867751
Australia,1906,14179680
Australia,1907,15264224
Australia,1908,16564943
Australia,1909,14329904
Australia,1910,17436976
Australia,1911,19239664
Australia,1912,20785872
Australia,1913,22390704
Australia,1914,24479184
Australia,1915,21793472
Australia,1916,19272640
Australia,1917,20760224
Australia,1918,22940304
Australia,1919,21738512
Australia,1920,25732272
Australia,1921,23152816
Australia,1922,24343616
Australia,1923,24849248
Australia,1924,27069632
Australia,1925,28234784
Australia,1926,27853728
Australia,1927,28894304
Australia,1928,25908144
Australia,1929,23295712
Australia,1930,21679888
Australia,1931,19349584
Australia,1932,20217952
Australia,1933,21419744
Australia,1934,22489632
Australia,1935,24951840
Australia,1936,26725216
Australia,1937,28491310
Australia,1938,27857368
Australia,1939,31803520
Australia,1940,28689164
Australia,1941,34203440
Australia,1942,36222304
Australia,1943,34793364
Australia,1944,33990930
Australia,1945,32345790
Australia,1946,35057150
Australia,1947,37570656
Australia,1948,37911410
Australia,1949,37116320
Australia,1950,44070590
Australia,1951,46096784
Australia,1952,47027440
Australia,1953,48232204
Australia,1954,51134784
Australia,1955,51248370
Australia,1956,51244704
Australia,1957,51625760
Australia,1958,52655344
Australia,1959,56689410
Australia,1960,58928110
Australia,1961,56480404
Australia,1962,57570732
Australia,1963,58789496
Australia,1964,61802196
Australia,1965,63811840
Australia,1966,66917290
Australia,1967,68541496
Australia,1968,70856100
Australia,1969,72266984
Australia,1970,74674330
Australia,1971,72748424
Australia,1972,73999830
Australia,1973,79030230
Australia,1974,79195784
Australia,1975,84330370
Australia,1976,84598350
Australia,1977,90491280
Australia,1978,93310560
Australia,1979,94766730
Australia,1980,101824780
Australia,1981,104819390
Australia,1982,107584640
Australia,1983,105149340
Australia,1984,109101096
Australia,1985,119255860
Australia,1986,118774830
Australia,1987,126142370
Australia,1988,130359450
Australia,1989,141140830
Australia,1990,141877120
Australia,1991,146082830
Australia,1992,150048670
Australia,1993,150095870
Australia,1994,151376240
Australia,1995,155734560
Australia,1996,160388110
Australia,1997,167683120
Australia,1998,177614220
Australia,1999,183231000
Australia,2000,185796850
Australia,2001,190082200
Australia,2002,191146660
Australia,2003,195386030
Australia,2004,202225440
Australia,2005,200715380
Australia,2006,204400540
Australia,2007,203558740
Australia,2008,204687580
Australia,2009,206066480
Australia,2010,200552320
Australia,2011,192140620
Australia,2012,189154380
Australia,2013,176363100
Australia,2014,168146430
Australia,2015,174204750
Australia,2016,179561630
Australia,2017,176932460
Australia,2018,169401390
Australia,2019,164952220
Australia,2020,156681300
Australia,2021,151893840
Australia,2022,146069490
Australia,2023,142666500
Austria,1807,168544
Austria,1819,252815.98
Austria,1820,333424
Austria,1821,359072
Austria,1822,366400
Austria,1823,348080
Austria,1824,399376
Austria,1825,403040
Austria,1826,458000
Austria,1827,476320
Austria,1828,458000
Austria,1829,476320
Austria,1830,494640
Austria,1831,479984
Austria,1832,512960.03
Austria,1833,428688
Austria,1834,586240
Austria,1835,633872
Austria,1836,674176
Austria,1837,707152
Austria,1838,850048
Austria,1839,1058896
Austria,1840,1168816
Austria,1841,1319040
Austria,1842,1458272
Austria,1843,1267744
Austria,1844,1593840
Austria,1845,1799024
Austria,1846,2114128
Austria,1847,2081152
Austria,1848,2333968
Austria,1849,2260688
Austria,1850,2326640
Austria,1851,2333968
Austria,1852,2810288
Austria,1853,3224320
Austria,1854,3176688
Austria,1855,3700640
Austria,1856,4231920
Austria,1857,4873120
Austria,1858,7243728
Austria,1859,5866064
Austria,1860,6148192
Austria,1861,6379024
Austria,1862,6353376
Austria,1863,5877056
Austria,1864,5063656
Austria,1865,5345776
Austria,1866,3579728
Austria,1867,4895104
Austria,1868,6034630
Austria,1869,6426656
Austria,1870,7269376
Austria,1871,10020996
Austria,1872,9863488
Austria,1873,10530336
Austria,1874,8943824
Austria,1875,7613678
Austria,1876,7756688
Austria,1877,6965264
Austria,1878,6917632
Austria,1879,8577542
Austria,1880,23299376
Austria,1881,9863488
Austria,1882,10222560
Austria,1883,11431680
Austria,1884,11061616
Austria,1885,11625872
Austria,1886,10981133
Austria,1887,11915226
Austria,1888,11589232
Austria,1889,12457481
Austria,1890,12651792
Austria,1891,14524096
Austria,1892,14011136
Austria,1893,17209808
Austria,1894,17708112
Austria,1895,19994448
Austria,1896,21163264
Austria,1897,22852368
Austria,1898,24292344
Austria,1899,24614752
Austria,1900,27696176
Austria,1901,28352032
Austria,1902,25695632
Austria,1903,25699296
Austria,1904,27208864
Austria,1905,28608512
Austria,1906,34177790
Austria,1907,42696590
Austria,1908,60030976
Austria,1909,43641904
Austria,1910,58785216
Austria,1911,49141570
Austria,1912,51688050
Austria,1913,60983616
Austria,1914,49654530
Austria,1915,35342944
Austria,1916,9086720
Austria,1917,3451488
Austria,1918,3337904
Austria,1919,3015472
Austria,1920,14282272
Austria,1921,19045472
Austria,1922,18268640
Austria,1923,17458960
Austria,1924,19602400
Austria,1925,18554496
Austria,1926,18103824
Austria,1927,19562096
Austria,1928,20203124
Austria,1929,23087028
Austria,1930,17601856
Austria,1931,16997296
Austria,1932,14183344
Austria,1933,13084439
Austria,1934,12794688
Austria,1935,12845984
Austria,1936,12483248
Austria,1937,14164761
Austria,1938,5290500
Austria,1939,5525782
Austria,1940,5671872
Austria,1941,5555736
Austria,1942,5536304
Austria,1943,5844080
Austria,1944,5668208
Austria,1945,3115562
Austria,1946,9895641
Austria,1947,14560736
Austria,1948,20668052
Austria,1949,22243546
Austria,1950,17382016
Austria,1951,18854248
Austria,1952,17393008
Austria,1953,16722496
Austria,1954,18290688
Austria,1955,19199360
Austria,1956,19982388
Austria,1957,20529392
Austria,1958,18594800
Austria,1959,17286752
Austria,1960,18048864
Austria,1961,17660480
Austria,1962,18087460
Austria,1963,19598736
Austria,1964,18937334
Austria,1965,17964592
Austria,1966,16844980
Austria,1967,15751536
Austria,1968,15386468
Austria,1969,15327770
Austria,1970,17801000
Austria,1971,15046990
Austria,1972,15634288
Austria,1973,15854128
Austria,1974,16605247
Austria,1975,14564400
Austria,1976,14268512
Austria,1977,12541872
Austria,1978,12835811
Austria,1979,14436160
Austria,1980,14189677
Austria,1981,14641344
Austria,1982,14128384
Austria,1983,14395856
Austria,1984,16853268
Austria,1985,16656544
Austria,1986,14725616
Austria,1987,14798896
Austria,1988,14285936
Austria,1989,13845318
Austria,1990,18138662
Austria,1991,18699798
Austria,1992,14385348
Austria,1993,13274476
Austria,1994,13458520
Austria,1995,15425140
Austria,1996,15068714
Austria,1997,16156519
Austria,1998,13706640
Austria,1999,13875576
Austria,2000,15750776
Austria,2001,16562075
Austria,2002,16735931
Austria,2003,17941324
Austria,2004,17766034
Austria,2005,17862322
Austria,2006,17866452
Austria,2007,17455644
Austria,2008,17028140
Austria,2009,12829990
Austria,2010,15496986
Austria,2011,15817525
Austria,2012,14685428
Austria,2013,14958620
Austria,2014,13800596
Austria,2015,14370670
Austria,2016,13333531
Austria,2017,14022590
Austria,2018,12294074
Austria,2019,13004441
Austria,2020,11370669
Austria,2021,12418256
Austria,2022,11666200
Austria,2023,10891721
Azerbaijan,1830,244
Azerbaijan,1831,293
Azerbaijan,1832,195
Azerbaijan,1833,244
Azerbaijan,1850,1512
Azerbaijan,1855,4586
Azerbaijan,1858,6439
Azerbaijan,1859,6829
Azerbaijan,1860,4107
Azerbaijan,1861,5923
Azerbaijan,1862,5062
Azerbaijan,1863,4050
Azerbaijan,1864,3916
Azerbaijan,1865,3292
Azerbaijan,1866,19512
Azerbaijan,1867,19929
Azerbaijan,1868,9972
Azerbaijan,1869,17233
Azerbaijan,1870,19710
Azerbaijan,1871,35151
Azerbaijan,1872,34750
Azerbaijan,1873,18782
Azerbaijan,1874,18637
Azerbaijan,1875,16284
Azerbaijan,1876,15729.001
Azerbaijan,1877,11575
Azerbaijan,1878,16442
Azerbaijan,1879,13816
Azerbaijan,1880,16803
Azerbaijan,1881,13246
Azerbaijan,1882,13493
Azerbaijan,1883,15885.999
Azerbaijan,1884,10573
Azerbaijan,1885,9477
Azerbaijan,1886,9562
Azerbaijan,1887,7911.9995
Azerbaijan,1888,7811
Azerbaijan,1889,9432
Azerbaijan,1890,9599
Azerbaijan,1891,8989
Azerbaijan,1892,9788
Azerbaijan,1893,11320
Azerbaijan,1894,13571
Azerbaijan,1895,11905
Azerbaijan,1896,12616
Azerbaijan,1897,14945
Azerbaijan,1898,16579
Azerbaijan,1899,21827
Azerbaijan,1900,23624
Azerbaijan,1901,21015
Azerbaijan,1902,21047
Azerbaijan,1903,23347
Azerbaijan,1904,28640
Azerbaijan,1905,33665
Azerbaijan,1906,38521
Azerbaijan,1907,46664
Azerbaijan,1908,47252
Azerbaijan,1909,48996
Azerbaijan,1910,44697
Azerbaijan,1911,52356
Azerbaijan,1912,68051
Azerbaijan,1913,84929
Azerbaijan,1914,64370.996
Azerbaijan,1915,47120
Azerbaijan,1916,50005
Azerbaijan,1917,48304
Azerbaijan,1918,17819
Azerbaijan,1919,9182
Azerbaijan,1920,8885
Azerbaijan,1921,11324
Azerbaijan,1922,13733
Azerbaijan,1923,14841
Azerbaijan,1924,21349
Azerbaijan,1925,18684
Azerbaijan,1926,35610
Azerbaijan,1927,46421
Azerbaijan,1928,59138
Azerbaijan,1929,53721
Azerbaijan,1930,47837
Azerbaijan,1931,56556
Azerbaijan,1932,82091
Azerbaijan,1933,105480
Azerbaijan,1934,138201
Azerbaijan,1935,170398
Azerbaijan,1936,206673
Azerbaijan,1937,205651
Azerbaijan,1938,216416
Azerbaijan,1939,220769
Azerbaijan,1940,313391
Azerbaijan,1941,244087
Azerbaijan,1942,60880
Azerbaijan,1943,81712
Azerbaijan,1944,130061
Azerbaijan,1945,294526
Azerbaijan,1946,321912
Azerbaijan,1947,382623
Azerbaijan,1948,385707
Azerbaijan,1949,430750
Azerbaijan,1950,470182
Azerbaijan,1951,511071.97
Azerbaijan,1952,520348
Azerbaijan,1953,524498
Azerbaijan,1954,561770
Azerbaijan,1955,613449
Azerbaijan,1956,615828
Azerbaijan,1957,614879
Azerbaijan,1958,581146
Azerbaijan,1959,556383
Azerbaijan,1960,515717.03
Azerbaijan,1961,463504
Azerbaijan,1962,421600
Azerbaijan,1963,415511
Azerbaijan,1964,408541
Azerbaijan,1965,408795
Azerbaijan,1966,412263
Azerbaijan,1967,398738
Azerbaijan,1968,379003
Azerbaijan,1969,374448
Azerbaijan,1970,407959
Azerbaijan,1971,404278
Azerbaijan,1972,408938
Azerbaijan,1973,403245
Azerbaijan,1974,393386
Azerbaijan,1975,398808
Azerbaijan,1976,405069
Azerbaijan,1977,406002
Azerbaijan,1978,393071
Azerbaijan,1979,388340
Azerbaijan,1980,412462
Azerbaijan,1981,355187
Azerbaijan,1982,357857
Azerbaijan,1983,350064
Azerbaijan,1984,343621
Azerbaijan,1985,402193
Azerbaijan,1986,404199
Azerbaijan,1987,401203
Azerbaijan,1988,414049
Azerbaijan,1989,412541
Azerbaijan,1990,342518
Azerbaijan,1991,251069.02
Azerbaijan,1992,65952
Azerbaijan,1993,10992
Azerbaijan,1994,3664
Azerbaijan,1995,14656
Azerbaijan,1996,14658
Azerbaijan,1997,14656
Azerbaijan,1998,3664
Azerbaijan,2007,21981
Azerbaijan,2008,14656
Azerbaijan,2009,14656
Azerbaijan,2010,21984
Azerbaijan,2011,18322
Azerbaijan,2012,14656
Azerbaijan,2013,10992
Azerbaijan,2014,7328
Azerbaijan,2015,10993
Azerbaijan,2016,3664
Azerbaijan,2017,3664
Azerbaijan,2018,3664
Azerbaijan,2019,3663
Azerbaijan,2020,3664
Azerbaijan,2021,0
Azerbaijan,2022,0
Azerbaijan,2023,0
Bahamas,1970,0
Bahamas,1971,3664
Bahamas,1972,0
Bahamas,1973,14656
Bahamas,1974,10992
Bahamas,1975,0
Bahamas,1976,0
Bahamas,1977,0
Bahamas,1978,0
Bahamas,1979,0
Bahamas,1980,0
Bahamas,1981,65952
Bahamas,1982,36640
Bahamas,1983,0
Bahamas,1984,0
Bahamas,1985,0
Bahamas,1986,0
Bahamas,1987,0
Bahamas,1988,0
Bahamas,1989,3664
Bahamas,1990,3664
Bahamas,1991,3671
Bahamas,1992,3671
Bahamas,1993,3664
Bahamas,1994,3672
Bahamas,1995,3664
Bahamas,1996,3671
Bahamas,1997,3664
Bahamas,1998,3657
Bahamas,1999,3671
Bahamas,2000,3664
Bahamas,2001,3671
Bahamas,2002,3671
Bahamas,2003,7328
Bahamas,2004,7328
Bahamas,2005,7328
Bahamas,2006,7328
Bahamas,2007,3664
Bahamas,2008,3664
Bahamas,2009,3670
Bahamas,2010,3664
Bahamas,2011,3670
Bahamas,2012,3671
Bahamas,2013,3664
Bahamas,2014,3664
Bahamas,2015,3670
Bahamas,2016,3664
Bahamas,2017,3664
Bahamas,2018,3670
Bahamas,2019,3669
Bahamas,2020,3671
Bahamas,2021,3664
Bahamas,2022,3805
Bahamas,2023,3870
Bahrain,1933,0
Bahrain,1934,0
Bahrain,1935,0
Bahrain,1936,0
Bahrain,1937,0
Bahrain,1938,0
Bahrain,1939,0
Bahrain,1940,0
Bahrain,1941,0
Bahrain,1942,0
Bahrain,1943,0
Bahrain,1944,0
Bahrain,1945,0
Bahrain,1946,0
Bahrain,1947,0
Bahrain,1948,0
Bahrain,1949,0
Bahrain,1970,0
Bahrain,1971,36640
Bahrain,1972,0
Bahrain,1973,36640
Bahrain,1974,0
Bahrain,1975,0
Bahrain,1976,0
Bahrain,1977,0
Bahrain,1978,0
Bahrain,1979,80572
Bahrain,1980,0
Bahrain,1981,0
Bahrain,1982,0
Bahrain,1983,0
Bahrain,1984,0
Bahrain,1985,0
Bahrain,1986,0
Bahrain,1987,0
Bangladesh,1946,117474
Bangladesh,1947,85971
Bangladesh,1948,79278
Bangladesh,1949,91978
Bangladesh,1950,498308
Bangladesh,1951,654445
Bangladesh,1952,669587
Bangladesh,1953,609289
Bangladesh,1954,547377
Bangladesh,1955,517180.97
Bangladesh,1956,659925
Bangladesh,1957,606976
Bangladesh,1958,655158
Bangladesh,1959,539351
Bangladesh,1960,725918
Bangladesh,1961,714527
Bangladesh,1962,763224
Bangladesh,1963,815158
Bangladesh,1964,800006
Bangladesh,1965,753231
Bangladesh,1966,643555
Bangladesh,1967,633229
Bangladesh,1968,682321
Bangladesh,1969,649588
Bangladesh,1970,615142
Bangladesh,1971,551603
Bangladesh,1972,355408
Bangladesh,1973,461664
Bangladesh,1974,410691
Bangladesh,1975,472656
Bangladesh,1976,447302
Bangladesh,1977,501968.03
Bangladesh,1978,421360
Bangladesh,1979,359072
Bangladesh,1980,446794
Bangladesh,1981,465328
Bangladesh,1982,567678
Bangladesh,1983,304112
Bangladesh,1984,117248
Bangladesh,1985,186797
Bangladesh,1986,282128
Bangladesh,1987,443344
Bangladesh,1988,381056
Bangladesh,1989,102592
Bangladesh,1990,1069611
Bangladesh,1991,340752
Bangladesh,1992,322432
Bangladesh,1993,120885
Bangladesh,1994,98928
Bangladesh,1995,1220112
Bangladesh,1996,677840
Bangladesh,1997,1227440
Bangladesh,1998,351799
Bangladesh,1999,175872
Bangladesh,2000,1253088
Bangladesh,2001,1330032
Bangladesh,2002,1329886
Bangladesh,2003,1366815
Bangladesh,2004,1450944
Bangladesh,2005,1604682
Bangladesh,2006,1810016
Bangladesh,2007,2209209
Bangladesh,2008,2469351
Bangladesh,2009,3015472
Bangladesh,2010,3073905
Bangladesh,2011,2835936
